FileName,Well,Sample Description,Size [bp],Calibrated Conc. [pg/µl],Assigned Conc. [pg/µl],Peak Molarity [pmol/l],% Integrated Area,Peak Comment,Observations
2020-02-03 - 11.25.42.HSD1000,EL1,Electronic Ladder,25,340,,20900,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,EL1,Electronic Ladder,50,265,,8160,11.28,,
2020-02-03 - 11.25.42.HSD1000,EL1,Electronic Ladder,100,278,,4270,11.82,,
2020-02-03 - 11.25.42.HSD1000,EL1,Electronic Ladder,200,290,,2230,12.32,,
2020-02-03 - 11.25.42.HSD1000,EL1,Electronic Ladder,300,304,,1560,12.95,,
2020-02-03 - 11.25.42.HSD1000,EL1,Electronic Ladder,400,306,,1180,13.00,,
2020-02-03 - 11.25.42.HSD1000,EL1,Electronic Ladder,500,312,,961,13.29,,
2020-02-03 - 11.25.42.HSD1000,EL1,Electronic Ladder,700,286,,629,12.19,,
2020-02-03 - 11.25.42.HSD1000,EL1,Electronic Ladder,1000,309,,476,13.15,,
2020-02-03 - 11.25.42.HSD1000,EL1,Electronic Ladder,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,A1,Lot41_-DTT_1,25,355,,21800,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,A1,Lot41_-DTT_1,464,156,,519,100.00,,
2020-02-03 - 11.25.42.HSD1000,A1,Lot41_-DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,B1,Lot41_-DTT_2,25,437,,26900,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,B1,Lot41_-DTT_2,54,176,,5040,40.33,,
2020-02-03 - 11.25.42.HSD1000,B1,Lot41_-DTT_2,465,260,,860,59.67,,
2020-02-03 - 11.25.42.HSD1000,B1,Lot41_-DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,C1,Lot41_+DTT_1,25,352,,21600,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,C1,Lot41_+DTT_1,464,468,,1550,100.00,,
2020-02-03 - 11.25.42.HSD1000,C1,Lot41_+DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,D1,Lot41_+DTT_2,25,389,,23900,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,D1,Lot41_+DTT_2,418,1720,,6350,100.00,,
2020-02-03 - 11.25.42.HSD1000,D1,Lot41_+DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,E1,Lot23_-DTT_1,25,393,,24200,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,E1,Lot23_-DTT_1,71,14.7,,317,5.73,,
2020-02-03 - 11.25.42.HSD1000,E1,Lot23_-DTT_1,321,241,,1160,94.27,,
2020-02-03 - 11.25.42.HSD1000,E1,Lot23_-DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,F1,Lot23_-DTT_2,25,405,,24900,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,F1,Lot23_-DTT_2,410,171,,643,100.00,,
2020-02-03 - 11.25.42.HSD1000,F1,Lot23_-DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,G1,Lot23_+DTT_1,25,402,,24700,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,G1,Lot23_+DTT_1,439,458,,1600,100.00,,
2020-02-03 - 11.25.42.HSD1000,G1,Lot23_+DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,H1,Lot23_+DTT_2,25,411,,25300,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,H1,Lot23_+DTT_2,443,577,,2000,100.00,,
2020-02-03 - 11.25.42.HSD1000,H1,Lot23_+DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,A2,Lot38B_-DTT_1,25,375,,23100,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,A2,Lot38B_-DTT_1,450,120,,408,100.00,,
2020-02-03 - 11.25.42.HSD1000,A2,Lot38B_-DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,B2,Lot38B_-DTT_2,,118,,,100.00,,
2020-02-03 - 11.25.42.HSD1000,B2,Lot38B_-DTT_2,,250,250,,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,C2,Lot38B_+DTT_1,25,363,,22400,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,C2,Lot38B_+DTT_1,472,726,,2370,100.00,,
2020-02-03 - 11.25.42.HSD1000,C2,Lot38B_+DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,E2,Lot42_-DTT_1,25,365,,22500,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,E2,Lot42_-DTT_1,389,4.40,,17.4,100.00,,
2020-02-03 - 11.25.42.HSD1000,E2,Lot42_-DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,G2,Lot42_+DTT_1,25,395,,24300,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,G2,Lot42_+DTT_1,453,509,,1730,100.00,,
2020-02-03 - 11.25.42.HSD1000,G2,Lot42_+DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,H2,Lot42_+DTT_2,25,413,,25400,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,H2,Lot42_+DTT_2,474,781,,2530,100.00,,
2020-02-03 - 11.25.42.HSD1000,H2,Lot42_+DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,EL2,Electronic Ladder,25,340,,20900,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,EL2,Electronic Ladder,50,265,,8160,11.28,,
2020-02-03 - 11.25.42.HSD1000,EL2,Electronic Ladder,100,278,,4270,11.82,,
2020-02-03 - 11.25.42.HSD1000,EL2,Electronic Ladder,200,290,,2230,12.32,,
2020-02-03 - 11.25.42.HSD1000,EL2,Electronic Ladder,300,304,,1560,12.95,,
2020-02-03 - 11.25.42.HSD1000,EL2,Electronic Ladder,400,306,,1180,13.00,,
2020-02-03 - 11.25.42.HSD1000,EL2,Electronic Ladder,500,312,,961,13.29,,
2020-02-03 - 11.25.42.HSD1000,EL2,Electronic Ladder,700,286,,629,12.19,,
2020-02-03 - 11.25.42.HSD1000,EL2,Electronic Ladder,1000,309,,476,13.15,,
2020-02-03 - 11.25.42.HSD1000,EL2,Electronic Ladder,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,A3,Lot43_-DTT_1,25,382,,23500,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,A3,Lot43_-DTT_1,368,49.6,,207,100.00,,
2020-02-03 - 11.25.42.HSD1000,A3,Lot43_-DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,B3,Lot43_-DTT_2,25,371,,22800,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,B3,Lot43_-DTT_2,45,6.99,,239,16.66,,
2020-02-03 - 11.25.42.HSD1000,B3,Lot43_-DTT_2,365,34.9,,147,83.34,,
2020-02-03 - 11.25.42.HSD1000,B3,Lot43_-DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,C3,Lot43_+DTT_1,25,369,,22700,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,C3,Lot43_+DTT_1,465,3200,,10600,100.00,,
2020-02-03 - 11.25.42.HSD1000,C3,Lot43_+DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,D3,Lot43_+DTT_2,25,397,,24400,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,D3,Lot43_+DTT_2,427,836,,3010,100.00,,
2020-02-03 - 11.25.42.HSD1000,D3,Lot43_+DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,E3,Lot46_-DTT_1,25,387,,23800,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,E3,Lot46_-DTT_1,350,30.8,,135,100.00,,
2020-02-03 - 11.25.42.HSD1000,E3,Lot46_-DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,F3,Lot46_-DTT_2,25,396,,24400,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,F3,Lot46_-DTT_2,251,78.9,,484,69.16,,
2020-02-03 - 11.25.42.HSD1000,F3,Lot46_-DTT_2,339,35.2,,160,30.84,,
2020-02-03 - 11.25.42.HSD1000,F3,Lot46_-DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,G3,Lot46_+DTT_1,25,393,,24200,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,G3,Lot46_+DTT_1,457,521,,1760,100.00,,
2020-02-03 - 11.25.42.HSD1000,G3,Lot46_+DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,H3,Lot46_+DTT_2,25,405,,24900,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,H3,Lot46_+DTT_2,456,2200,,7430,100.00,,
2020-02-03 - 11.25.42.HSD1000,H3,Lot46_+DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,A4,Lot53_-DTT_1,25,389,,23900,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,A4,Lot53_-DTT_1,414,129,,481,100.00,,
2020-02-03 - 11.25.42.HSD1000,A4,Lot53_-DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,B4,Lot53_-DTT_2,25,381,,23400,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,B4,Lot53_-DTT_2,455,143,,483,100.00,,
2020-02-03 - 11.25.42.HSD1000,B4,Lot53_-DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,C4,Lot53_+DTT_1,25,382,,23500,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,C4,Lot53_+DTT_1,439,2450,,8560,100.00,,
2020-02-03 - 11.25.42.HSD1000,C4,Lot53_+DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,D4,Lot53_+DTT_2,25,411,,25300,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,D4,Lot53_+DTT_2,436,3030,,10700,100.00,,
2020-02-03 - 11.25.42.HSD1000,D4,Lot53_+DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,A5,ZnLot1_8_-DTT_1,25,396,,24400,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,A5,ZnLot1_8_-DTT_1,450,436,,1490,100.00,,
2020-02-03 - 11.25.42.HSD1000,A5,ZnLot1_8_-DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,B5,ZnLot1_8_-DTT_2,11,41.2,,5950,16.12,,
2020-02-03 - 11.25.42.HSD1000,B5,ZnLot1_8_-DTT_2,25,402,,24700,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,B5,ZnLot1_8_-DTT_2,34,31.0,,1390,12.14,,
2020-02-03 - 11.25.42.HSD1000,B5,ZnLot1_8_-DTT_2,441,183,,640,71.74,,
2020-02-03 - 11.25.42.HSD1000,B5,ZnLot1_8_-DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,C5,ZnLot1_8_+DTT_1,25,402,,24700,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,C5,ZnLot1_8_+DTT_1,446,706,,2430,100.00,,
2020-02-03 - 11.25.42.HSD1000,C5,ZnLot1_8_+DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,D5,ZnLot1_8_+DTT_2,25,435,,26800,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,D5,ZnLot1_8_+DTT_2,416,2480,,9180,100.00,,
2020-02-03 - 11.25.42.HSD1000,D5,ZnLot1_8_+DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,EL3,Electronic Ladder,25,340,,20900,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,EL3,Electronic Ladder,50,265,,8160,11.28,,
2020-02-03 - 11.25.42.HSD1000,EL3,Electronic Ladder,100,278,,4270,11.82,,
2020-02-03 - 11.25.42.HSD1000,EL3,Electronic Ladder,200,290,,2230,12.32,,
2020-02-03 - 11.25.42.HSD1000,EL3,Electronic Ladder,300,304,,1560,12.95,,
2020-02-03 - 11.25.42.HSD1000,EL3,Electronic Ladder,400,306,,1180,13.00,,
2020-02-03 - 11.25.42.HSD1000,EL3,Electronic Ladder,500,312,,961,13.29,,
2020-02-03 - 11.25.42.HSD1000,EL3,Electronic Ladder,700,286,,629,12.19,,
2020-02-03 - 11.25.42.HSD1000,EL3,Electronic Ladder,1000,309,,476,13.15,,
2020-02-03 - 11.25.42.HSD1000,EL3,Electronic Ladder,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,E5,ZnLot1_16_-DTT_1,25,381,,23400,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,E5,ZnLot1_16_-DTT_1,422,626,,2280,100.00,,
2020-02-03 - 11.25.42.HSD1000,E5,ZnLot1_16_-DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,F5,ZnLot1_16_-DTT_2,25,373,,22900,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,F5,ZnLot1_16_-DTT_2,429,631,,2260,100.00,,
2020-02-03 - 11.25.42.HSD1000,F5,ZnLot1_16_-DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,G5,ZnLot1_16_+DTT_1,25,356,,21900,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,G5,ZnLot1_16_+DTT_1,439,576,,2020,100.00,,
2020-02-03 - 11.25.42.HSD1000,G5,ZnLot1_16_+DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,H5,ZnLot1_16_+DTT_2,25,363,,22300,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,H5,ZnLot1_16_+DTT_2,432,366,,1300,100.00,,
2020-02-03 - 11.25.42.HSD1000,H5,ZnLot1_16_+DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,A6,ZnLot2_8_-DTT_1,25,381,,23500,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,A6,ZnLot2_8_-DTT_1,64,33.9,,819,90.70,,
2020-02-03 - 11.25.42.HSD1000,A6,ZnLot2_8_-DTT_1,523,3.47,,10.2,9.30,,
2020-02-03 - 11.25.42.HSD1000,A6,ZnLot2_8_-DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,B6,ZnLot2_8_-DTT_2,25,365,,22500,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,B6,ZnLot2_8_-DTT_2,356,6.83,,29.5,100.00,,
2020-02-03 - 11.25.42.HSD1000,B6,ZnLot2_8_-DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,C6,ZnLot2_8_+DTT_1,25,489,,30100,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,C6,ZnLot2_8_+DTT_1,440,1300,,4540,100.00,,
2020-02-03 - 11.25.42.HSD1000,C6,ZnLot2_8_+DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,D6,ZnLot2_8_+DTT_2,25,416,,25600,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,D6,ZnLot2_8_+DTT_2,415,4160,,15400,100.00,,
2020-02-03 - 11.25.42.HSD1000,D6,ZnLot2_8_+DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,E6,ZnLot2_16_-DTT_1,25,355,,21900,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,E6,ZnLot2_16_-DTT_1,341,2.61,,11.8,100.00,,
2020-02-03 - 11.25.42.HSD1000,E6,ZnLot2_16_-DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,F6,ZnLot2_16_-DTT_2,25,373,,23000,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,F6,ZnLot2_16_-DTT_2,350,5.52,,24.3,100.00,,
2020-02-03 - 11.25.42.HSD1000,F6,ZnLot2_16_-DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,G6,ZnLot2_16_+DTT_1,25,385,,23700,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,G6,ZnLot2_16_+DTT_1,461,937,,3130,100.00,,
2020-02-03 - 11.25.42.HSD1000,G6,ZnLot2_16_+DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,H6,ZnLot2_16_+DTT_2,25,404,,24900,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,H6,ZnLot2_16_+DTT_2,445,395,,1370,100.00,,
2020-02-03 - 11.25.42.HSD1000,H6,ZnLot2_16_+DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,A7,ZnLot3_8_-DTT_1,25,395,,24300,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,A7,ZnLot3_8_-DTT_1,416,139,,514,100.00,,
2020-02-03 - 11.25.42.HSD1000,A7,ZnLot3_8_-DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,B7,ZnLot3_8_-DTT_2,25,424,,26100,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,B7,ZnLot3_8_-DTT_2,422,358,,1300,100.00,,
2020-02-03 - 11.25.42.HSD1000,B7,ZnLot3_8_-DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,C7,ZnLot3_8_+DTT_1,25,411,,25300,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,C7,ZnLot3_8_+DTT_1,430,2090,,7470,100.00,,
2020-02-03 - 11.25.42.HSD1000,C7,ZnLot3_8_+DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,D7,ZnLot3_8_+DTT_2,25,396,,24400,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,D7,ZnLot3_8_+DTT_2,363,2890,,12200,100.00,,
2020-02-03 - 11.25.42.HSD1000,D7,ZnLot3_8_+DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,EL4,Electronic Ladder,25,340,,20900,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,EL4,Electronic Ladder,50,265,,8160,11.28,,
2020-02-03 - 11.25.42.HSD1000,EL4,Electronic Ladder,100,278,,4270,11.82,,
2020-02-03 - 11.25.42.HSD1000,EL4,Electronic Ladder,200,290,,2230,12.32,,
2020-02-03 - 11.25.42.HSD1000,EL4,Electronic Ladder,300,304,,1560,12.95,,
2020-02-03 - 11.25.42.HSD1000,EL4,Electronic Ladder,400,306,,1180,13.00,,
2020-02-03 - 11.25.42.HSD1000,EL4,Electronic Ladder,500,312,,961,13.29,,
2020-02-03 - 11.25.42.HSD1000,EL4,Electronic Ladder,700,286,,629,12.19,,
2020-02-03 - 11.25.42.HSD1000,EL4,Electronic Ladder,1000,309,,476,13.15,,
2020-02-03 - 11.25.42.HSD1000,EL4,Electronic Ladder,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,E7,ZnLot3_16_-DTT_1,25,393,,24200,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,E7,ZnLot3_16_-DTT_1,428,2260,,8110,100.00,,
2020-02-03 - 11.25.42.HSD1000,E7,ZnLot3_16_-DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,F7,ZnLot3_16_-DTT_2,25,384,,23600,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,F7,ZnLot3_16_-DTT_2,262,125,,734,100.00,,
2020-02-03 - 11.25.42.HSD1000,F7,ZnLot3_16_-DTT_2,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,G7,ZnLot3_16_+DTT_1,25,407,,25000,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,G7,ZnLot3_16_+DTT_1,431,879,,3140,100.00,,
2020-02-03 - 11.25.42.HSD1000,G7,ZnLot3_16_+DTT_1,1500,250,250,256,,,Upper Marker
2020-02-03 - 11.25.42.HSD1000,H7,ZnLot3_16_+DTT_2,25,464,,28500,,,Lower Marker
2020-02-03 - 11.25.42.HSD1000,H7,ZnLot3_16_+DTT_2,426,2870,,10400,100.00,,
2020-02-03 - 11.25.42.HSD1000,H7,ZnLot3_16_+DTT_2,1500,250,250,256,,,Upper Marker
